zone,datatype,column,timestamp,method
DK_1,wind_solar_forecast,wind_onshore_mw,2025-02-28 07:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-03-01 12:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-03-01 13:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-03-18 18:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-03-19 03:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-03-19 05:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-07 21:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-07 22:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 00:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 00:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 01:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 02:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 23:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-08 23:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 00:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 00:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 01:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 01:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 02:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 02:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 03:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 04:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 04:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 05:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 05:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 06:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 21:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-09 22:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 15:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 15:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 15:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 16:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 16:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-04-30 16:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-05-07 07:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-05-13 11:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-05-14 07:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-05-14 19:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-07-01 18:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-08-13 07:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-08-13 14:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 13:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 14:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 15:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 15:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 15:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 16:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 16:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 17:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 18:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 19:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 19:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 19:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 19:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 21:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 21:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-22 23:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 00:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 01:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 01:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 01:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 05:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 05:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-23 07:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-24 00:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-24 01:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-09-24 04:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-10-26 01:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 13:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 14:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 15:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 15:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 16:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 16:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 17:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 18:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 18:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 20:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 21:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 21:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 22:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 23:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 23:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-21 23:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 00:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 01:00:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 01:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 01:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 03:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 03:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 03:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 04:15:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 05:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 06:30:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 06:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 07:45:00+00:00,ffill (max 6h)
DK_1,wind_solar_forecast,wind_onshore_mw,2025-11-22 08:00:00+00:00,ffill (max 6h)
